ReviewTitle,ReviewBody,ReviewStar,Product,division
"OK
","Good
",4,boAt Rockerz 255,positive
"You can buy if this is below RS 1500
","Good
",5,boAt Rockerz 255,positive
"Worth it
","After using 3 months,  audio is not working for phone calls but listining music is working fine.
",1,boAt Rockerz 255,negative
"Price worth
","Bought this for 999.price worth.
",4,boAt Rockerz 255,positive
"Perfect earphone under 1500
","If u need Bluetooth earphone under 1500 you can preferred this earphones with good sound quality
",4,boAt Rockerz 255,positive
"Rock with boatz
","Super budget Bluetooth headset  .. Extent battery life.  Good sound.  Noise cancelling also good
",5,boAt Rockerz 255,positive
"Bass super and not good on voice call.
","Music Sound is good but while using on call, voice is not properly and you need to repeat words.
",5,boAt Rockerz 255,positive
"Battery
","Battery life is very bad after 2 days it's not working. Not satisfied don't buy it this product.
",1,boAt Rockerz 255,negative
"Having High Discomfort
","The battery of the product stays long however  there is a high discomfort while listening music.
",1,boAt Rockerz 255,negative
"Worth for the money
","Its very nice product, battery life is more than 6 hr , sound also very nice. I brought @ 1099/-
",5,boAt Rockerz 255,positive
"Worth for the money
","Its very nice product, battery life is more than 6 hr , sound also very nice. I brought @ 1099/-
",5,boAt Rockerz 255,positive
"Nice,
","Sound quality is great according to priceComfortableDurableOverall good to buy
",4,boAt Rockerz 255,positive
"For Music lover
","Nice product.M using in jymNice bass .
",5,boAt Rockerz 255,positive
"Very good one at this price range
","Sound quality is best comparing to other Bluetooth earphones at this price range and battery backup is much better.
",5,boAt Rockerz 255,positive
"Awesome headphone
","The sound is awesome but the length of wire is more than needed.
",4,boAt Rockerz 255,positive
"Good one
","My ears started itching after usage.... Otherwise a good product
",4,boAt Rockerz 255,positive
"Good product
","Nice battery and voice quality
",4,boAt Rockerz 255,positive
"Non durable!
","Waste product!! The charging pin stopped working after couple of months even after careful usage.
",1,boAt Rockerz 255,negative
"Bhot hard hai sound 👌
","Bhot hard hai sound 👌
",5,boAt Rockerz 255,positive
"Sound quality
","Sound quality not nice
",1,boAt Rockerz 255,negative
"Best earphone
","Built quality and sound as great as required by a high end music lover got it for 999rs only
",4,boAt Rockerz 255,positive
"Not worth
","Product not functioning properly.. its a defective one.. gets disconnected after 5-10 mins automatically
",1,boAt Rockerz 255,negative
"not working properly
","within 15 days of uses the central button has stopped working for playing or pausing songs.not reliable.
",1,boAt Rockerz 255,negative
"Noice cancellation
","No noice cancellation can't speak in public places it's 6months now and both ears phones are not working
",4,boAt Rockerz 255,positive
"Not use for video calling and other live calling
","I am Using I Phone 7 its not work for video calling and internet calling it's automatically disconnected
",4,boAt Rockerz 255,positive
"Very bad product.
","Bad product! Bluetooth connectivity is poor. I wish I could return the product in time. Now it's useless
",1,boAt Rockerz 255,negative
"Best
","The sound is awsome...Light weight and good battery life makes it much better product then others.
",4,boAt Rockerz 255,positive
"Plugged in to Nirvana
","Really satisfied....
",5,boAt Rockerz 255,positive
"Good product
","Nice sound quality. Noise cancellation is perfect. So can't use while driving..
",5,boAt Rockerz 255,positive
"Good
","Super product
",5,boAt Rockerz 255,positive
"Plugged in to Nirvana
","Really satisfied....
",5,boAt Rockerz 255,positive
"Good product
","Nice sound quality. Noise cancellation is perfect. So can't use while driving..
",5,boAt Rockerz 255,positive
"Good
","Super product
",5,boAt Rockerz 255,positive
"Average
","the output is average
",3,boAt Rockerz 255,neutral
"No issues
","Good buy
",5,boAt Rockerz 255,positive
"BoAt is best...
","Just go for it... If u r not in hurry.. Buy it on a sale... It will cost Rs 999 only...
",5,boAt Rockerz 255,positive
"Especially for Music Lovers
","Good base and sound quality. battery lasts for 6 hours. you can buy for 1499/- its good
",5,boAt Rockerz 255,positive
"Go for it.
","Undoubtedly one of the best earphones. Great sound quality, especially bass. Go for it.
",5,boAt Rockerz 255,positive
"BASS KI BAAP
","VERY GOOD SOUND WITH BEST BASS . NOISE CANCELING IS AWSM
",4,boAt Rockerz 255,positive
"best one
","it's super awesome
",5,boAt Rockerz 255,positive
"👎🏻👎🏻👎🏻
","It doesn't work properly with PuBg game don't buy it. I returned twice.
",1,boAt Rockerz 255,negative
"Worst quality
","50 Rs headphones are better that this faulty headphones. Bass is too low and the sound quality is worst.
",1,boAt Rockerz 255,negative
"Awesome battery duration
","Awesome battery duration
",5,boAt Rockerz 255,positive
"Value for money
","Excellent product. Value for money.Amazon need to improve their packaging
",4,boAt Rockerz 255,positive
"Awesome headset better than jbl T110b in same range.
","Sound quality is best and bass is little bit extra then treble.So those who like bass it's made for them.
",4,boAt Rockerz 255,positive
"Just wow
","Awesome sounds quality and easy to carrying
",5,boAt Rockerz 255,positive
"Feels like a cheap product!
","Left side is not working..... It also often disconnects from phone.... sound quality is very average.
",1,boAt Rockerz 255,negative
"Super headphone
","Its perfect for  both call and music......
",5,boAt Rockerz 255,positive
"Good choice for low budget
","Notice cancellation is way too good and also the bass is very good.. although the build quality is not that good
",5,boAt Rockerz 255,positive
"Bluetooth calling in noise atmosphere is not good
","Good sound quality, good battery backup,  no noise cancellation
",5,boAt Rockerz 255,positive
"Super headphone
","Its perfect for  both call and music......
",5,boAt Rockerz 255,positive
"Good choice for low budget
","Notice cancellation is way too good and also the bass is very good.. although the build quality is not that good
",5,boAt Rockerz 255,positive
"Bluetooth calling in noise atmosphere is not good
","Good sound quality, good battery backup,  no noise cancellation
",5,boAt Rockerz 255,positive
"Charging problem
","Charging problem
",1,boAt Rockerz 255,negative
"It is well and very good product
","Bluetooth Connectivity it is very bad. earphone button in side sound tik tik.......
",5,boAt Rockerz 255,positive
"Good Bass, Great Sound Quality
","Superb sound great quality better than the jbl and skullcandy inkd
",5,boAt Rockerz 255,positive
"Nice product
","Sound quality is best
",3,boAt Rockerz 255,neutral
"Awesome one
","Best in all its segment
",5,boAt Rockerz 255,positive
"Boat the name is enough in this price range
","Good wireless earphones
",5,boAt Rockerz 255,positive
"Must buy
","Great Product Awesome sound quality
",5,boAt Rockerz 255,positive
"Known for its bass and battery backup😍😍😎
","Known for its bass and battery backup😍😍😎
",5,boAt Rockerz 255,positive
"Awesome
","Everything is amazing, especially battery life and sound quality. The weak point is noise cancellation.
",5,boAt Rockerz 255,positive
"Once
","I am using it for the past few months and still today there is no problem it is working absolutely fine
",5,boAt Rockerz 255,positive
"Best Bass !
","The sound is great although the bass is super great which I like the most about this wireless earphones
",5,boAt Rockerz 255,positive
"Dont buy
","Dont buy. 3rd class product. Right side has not working in just 30 days. Boat service is also too late.
",1,boAt Rockerz 255,negative
"Good earphones
","Sound quality is quite good in this price range.performs well in noise cancellation,sound quality,bass.
",4,boAt Rockerz 255,positive
"Value For Money
","Great Sound Quality , I was not expecting it to be this good, buylt once your buy it you gonna love it.
",5,boAt Rockerz 255,positive
"Waste of money put another 200 and buy samsung level
","Waste of money...go for samsung level u instead...i bought it and with in 1 month it was not working...
",1,boAt Rockerz 255,negative
"Worth the bucks
","Bought it for 999....so its worth the bucks....good battery life and sound quality....at 999 was a deal
",4,boAt Rockerz 255,positive
"Good working
","Good product
",5,boAt Rockerz 255,positive
"Good product
","Good product
",5,boAt Rockerz 255,positive
"Good  Battery life ,comfortable
","Sound quality not that good but battery life and comfort is very good . Overall value for money
",4,boAt Rockerz 255,positive
"Good sound and easy to connect
","Good product value for money.
",5,boAt Rockerz 255,positive
"Super
","Love is all I can say, wonder product.Value for money.Super like..
",4,boAt Rockerz 255,positive
"Best value for money
","Excellent product. The best in its price segment
",5,boAt Rockerz 255,positive
"Rate is best
","Battery poorSound is good.
",4,boAt Rockerz 255,positive
"Very Good
","injoy Avee player boat bluetooth support boost volume 100% work (downlod avee player )
",5,boAt Rockerz 255,positive
"Review after 4months of purchase
","Review After 4months of purchase . Sound quality is good battery backup is also good..
",5,boAt Rockerz 255,positive
"Must buy this headphones
","Jabardast sound & fiting is awesome  in earI bought in 999 in offer period
",5,boAt Rockerz 255,positive
"Awesome sound quality
","I bought it for 1099. Best bluetooth headphone under this price range.
",5,boAt Rockerz 255,positive
"Awesome sound quality
","I bought it for 1099. Best bluetooth headphone under this price range.
",5,boAt Rockerz 255,positive
"Overall good product. Worth to buy.
","Sound quality is awesome. Battery is also good.  Durability is good
",5,boAt Rockerz 255,positive
"Not durable at all
","Not charging properly just after a couple months of use
",1,boAt Rockerz 255,negative
"Must use
","Awasom product
",5,boAt Rockerz 255,positive
"Blunder
","Worst quality,  worst packing everything is worst with this product.. Actually it's not working
",1,boAt Rockerz 255,negative
"Average product
","Not value for money. Can get this for cheaper price too
",3,boAt Rockerz 255,neutral
"No Forward, backward option
","No forward option
",4,boAt Rockerz 255,positive
"Good
","Good product
",4,boAt Rockerz 255,positive
"Value for money
","Great product. Sound quality average. Nice design and fitting. Good noise cancellation.
",4,boAt Rockerz 255,positive
"Value for money.
","Sound quality same as I expected ..superb bass also nice for beates songs .
",5,boAt Rockerz 255,positive
"****Utterly Disappointed****  Product stopped working after 1 month
","The product stopped working after 1 month. Not expecting such a non durable product from Boat.
",1,boAt Rockerz 255,negative
"Nice headphone go for it....
","The sound quality is awesome....Battery is good.....Product is good at this price.
",5,boAt Rockerz 255,positive
"High quality most useful for daily workouts
","Performs is Good and sound quality Nice...Some times headphone.sound missing
",4,boAt Rockerz 255,positive
"Doesn't expect this from boat
","This earphones are not worth buying. The bass is negligible and the sound quality is very bad.
",2,boAt Rockerz 255,negative
"Best bluXetooth earphones
","Nice
",5,boAt Rockerz 255,positive
"Best sound under this price
","Awesome products
",5,boAt Rockerz 255,positive
"Sound is less & less battery backup ..  not worthy to buy
","Sound is less & less battery backup .. not worthy to buy
",3,boAt Rockerz 255,neutral
"Good product
","Worth buying it decent quality of sound and noise cancellation
",3,boAt Rockerz 255,neutral
"Nice product and sound quality 👍
","Good product by boAt. Great sound quality. Enjoying the  bass.
",4,boAt Rockerz 255,positive
"Best Bluetooth headset in this range
","Sound quality is perfect and battery life is good enough to keep me going for atleast 2 days.
",5,boAt Rockerz 255,positive
"good to buy.
","nice.
",4,boAt Rockerz 255,positive
"Very bad product
","This product very bad, because my boat 255 one speaker is not working and I want return my product they not accept
",1,boAt Rockerz 255,negative
"Cool quality
","Best of the price range boat
",5,boAt Rockerz 255,positive
"Very good
","It's a nice product  to have for sports as well..
",4,boAt Rockerz 255,positive
"Very good product
","Good product
",4,boAt Rockerz 255,positive
"Awesome
","Paisa wasool
",5,boAt Rockerz 255,positive
"Good product
","Battery levels are not displayed ,
",4,boAt Rockerz 255,positive
"Good and best but the problem with the button's only
","The buttons quality is not so good one of my product button is damaged in the the span of 15 days only
",5,boAt Rockerz 255,positive
"Best
","Sound quality was the best. Worth for money.  But the battery drains too fastly even it fully charged.
",4,boAt Rockerz 255,positive
"Good product!
","Product is nice!! But battery is not so good! And earphone cable length is longer then usual product!!
",3,boAt Rockerz 255,neutral
"Value for Money ..
","Good sound with good bass... can't hear any external sound.Should be avoided while driving
",4,boAt Rockerz 255,positive
"Its not working properly..
","The product I brought was not working properly.one side of the headset is not working properly.....,..
",2,boAt Rockerz 255,negative
"Value for money., Not for avid music lover
","Sound quality is good for calls. Battery life is average.Value for money.. Bought this for 999/-
",3,boAt Rockerz 255,neutral
"Good for music
","Not able to adjust Call volume when connected. Able to adjust for music only.
",4,boAt Rockerz 255,positive
"Not good for hearing songs
","Only bass. No chillness. Good for attending calls only. Not for hearing songs
",3,boAt Rockerz 255,neutral
"Fabulous
","Awsome
",5,boAt Rockerz 255,positive
"Value for money
","Superb
",5,boAt Rockerz 255,positive
"Value for money
","Super Bass best buy only for Rs999
",5,boAt Rockerz 255,positive
"Go for it
","Overal good performance.i purchase @ RS.1.5 k .now it is available 1 k.value for money
",4,boAt Rockerz 255,positive
"Awesome sound
","Superb sound quality
",5,boAt Rockerz 255,positive
"Auto disconnect
","Some time,  its automatically disconnected with phone While dialing number.....
",2,boAt Rockerz 255,negative
"best in the market
","One of the best earphones I have used till date
",5,boAt Rockerz 255,positive
"Little excess bass
","Using for past 3 monthsVery good connectivityGreat batteryGood bass
",5,boAt Rockerz 255,positive
"Value for money
","When it’s Put on no song being played while workout , it given vibrating / foot noise
",5,boAt Rockerz 255,positive
"Good
","Gud product
",4,boAt Rockerz 255,positive
"BEST WIRELESS SOUND
","Sound quality is good you can purchase this product without any doubt
",5,boAt Rockerz 255,positive
"Very good, use it atlest once
","You will. Love it definitely.. Its a true mid range bluetooth headset
",5,boAt Rockerz 255,positive
"Classy and trendy
","Best band under budget. Nice bass and noise cancellation. A must buy.
",5,boAt Rockerz 255,positive
"Good
","Good, But Need to Improve some qualities like Battery and durability.
",4,boAt Rockerz 255,positive
"For daily use
","Handy and good . Sound and battery backup is also good
",5,boAt Rockerz 255,positive
"Mic problem
","Mic is not good..... The other person can't hear properly... But the sound effect is very good
",4,boAt Rockerz 255,positive
"I love it
","Best sound
",5,boAt Rockerz 255,positive
"Awesome sound & Bass
","Best Headphone
",5,boAt Rockerz 255,positive
"Good product to Buy
","Every thing is perfect
",5,boAt Rockerz 255,positive
"Warranty claim
","Everything is good in it.. but now one side is not working properly how I claim my warranty??
",5,boAt Rockerz 255,positive
"Small Area Connectivity
","Small radius distance connectivity, increasing of some radius distance cause voice hampering.
",3,boAt Rockerz 255,neutral
"Value for money...
","Like - connectivity, sound, light weight.Dislike - for long time use it hurts in ear...
",5,boAt Rockerz 255,positive
"Amazing boAt Rockerz 255
","This is amazing headphones...I ever used...bass is best... noise cancellation is also better.
",5,boAt Rockerz 255,positive
"Superb
","boAt Rockerz 255 is awesome sound quality battrey life is also good... Overall it is superb💪
",5,boAt Rockerz 255,positive
"Only one side is working
","I bought it on Oct 10..but it's only Feb 20 2019.. Only left side ear alone sound is coming..
",2,boAt Rockerz 255,negative
"Good headset but not great
","Sound quality is good however noise cancellation is not pretty good, and battery life is poor.
",3,boAt Rockerz 255,neutral
"Nice Headphones
","Good sound quality. Better battery life, scope for improvement. Durable.
",5,boAt Rockerz 255,positive
"Love and enjoy
","Really wonderful ,easy to carry, fully noise cancellation I love to u these and I want warranty how to claim
",4,boAt Rockerz 255,positive
"Don't buy
","After using you will get ear pain.. don't buy these product.battery life is also bad.
",1,boAt Rockerz 255,negative
"Boat Products are Reliable
","Good Sound, Good Battery Life..The product matches the prices
",4,boAt Rockerz 255,positive
"Good product
","Bluetooth range is little small.....and it glitches sometimes
",5,boAt Rockerz 255,positive
"Best & in budget headphones.
","One of the best Bluetooth headphones of Boat, & is in budget.
",5,boAt Rockerz 255,positive
"Best products value for money
","One word value for money.
",5,boAt Rockerz 255,positive
"Gud
","Gud
",5,boAt Rockerz 255,positive
"I love boat earphones all the best
","This earphone sound very good bass very good battery life super all the best Bluetooth earphone boat 255
",5,boAt Rockerz 255,positive
"Ok ok
","While talking automatically call will be disconnected every time ... And some issues going on
",3,boAt Rockerz 255,neutral
"Good product, Poor build quality
","This is an ocem product, with poor build quality.Now only my one side is working in 1 month gap
",1,boAt Rockerz 255,negative
"Just OkOk
","Doesn't support mic in games. Can't hear anything sometimes on call.... Not good as compair to price.
",2,boAt Rockerz 255,negative
"The battery is so bad
","The battery is so bad it could be easily damaged by over charging...... overall it is ve good product
",2,boAt Rockerz 255,negative
"Defective product
","Don't buy this product.. Waste of money.. The earphones stopped working within 4 months... 😠😠😠😠😠
",1,boAt Rockerz 255,negative
"This product is not good
","Noisecancelitaion...is not working,,Sound quality is bad,,Batery backup 3,to,4,hrs only,,
",1,boAt Rockerz 255,negative
"Causes pain in the ear
","Everything is fine except the earbud design which causes pain in the ear after usage of few minutes..
",4,boAt Rockerz 255,positive
"Have to compromise with battery little bit.
","It's amazing, sound quality is too good.Battery life is quite week. Allover ratings 9 out of 10
",5,boAt Rockerz 255,positive
"Loss of my money
","Battery about to die I am very sad because I have lost my money battery backap zero so don't purchase
",2,boAt Rockerz 255,negative
"Nothing I noticed
","Not good for running
",4,boAt Rockerz 255,positive
"Not worth it
","Cost is too high than the quality
",3,boAt Rockerz 255,neutral
"Bluetooth gets disconnected
","Bluetooth gets disconnected after some time then again I have to connect it.
",4,boAt Rockerz 255,positive
"Not Good for pubg
","Cant play pubg with this headphones, people shoot first then the sound comes
",3,boAt Rockerz 255,neutral
"Not good
","Box open, box damage, 2 device phone connectivity problem and fake product Flipkart original product.
",2,boAt Rockerz 255,negative
"Perfect!
","Awesome. Using since 5 months and it has excellent sound quality and battery backup.
",5,boAt Rockerz 255,positive
"Value for money
","I never thought this will be so greatAwesome bass and rocking noise cancelling
",5,boAt Rockerz 255,positive
"Nice product
","Sound quality is good battery backup is awesome durability avg got @ great price 999
",4,boAt Rockerz 255,positive
"One of the best product from Boat
","One of the best wireless earphones I ever used
",5,boAt Rockerz 255,positive
"So....So.... Bluetooth he
","Battery doesn't last more than 3 hrs and get full charged by 30 min.
",3,boAt Rockerz 255,neutral
"Good
","I had higher expectations, but it's average, bass on the higher side
",4,boAt Rockerz 255,positive
"Gud Headset
","Very gud bass
",4,boAt Rockerz 255,positive
"Not at all good..
","Guys dnt purchase this product, it has a very bad sound quality.. No sound clarity at all...
",1,boAt Rockerz 255,negative
"Good
","It has a good battery life and good sound clarity. And noise cancellation is pretty good too
",5,boAt Rockerz 255,positive
"Bass booster
","Nice wireless Bluetooth earphones in this price range buyer's no doubt bought it just buy it
",5,boAt Rockerz 255,positive
"I like This Product So Much
","Its Have A Best Sound Quality And Its Bass Boost Is So good Its Bluetooth Range Is Also Good
",4,boAt Rockerz 255,positive
"Nice
","Nice....
",5,boAt Rockerz 255,positive
"Less battery life
","Good sound, but battery life very less.
",2,boAt Rockerz 255,negative
"Excellent product !!!
","Excellent & worth for money 💰
",5,boAt Rockerz 255,positive
"Amazing ear phones, go for it
","To start with, the bass is superb wat else is needed for a music lover. ear phones are amazing go for it.
",4,boAt Rockerz 255,positive
"Timely delivered
","Good headphones
",5,boAt Rockerz 255,positive
"Timely delivered
","Good headphones
",5,boAt Rockerz 255,positive
"Mic problem over all best product
","mic does not work properly
",4,boAt Rockerz 255,positive
"Amazing sound quality, great product to have
","The earphones are great...the sound quality is amazing. The body is perfect n I am happy to have it.
",5,boAt Rockerz 255,positive
"Boat - Awesome
","Product is awesome !!Sound is clear & base tooGood battery backup.....Range is also good
",5,boAt Rockerz 255,positive
"On product no so good. Hardly last for 4 months
","Not so good. Normal voice no bass nothing. Nit a soft voice. just last for 4 months. Now not working
",1,boAt Rockerz 255,negative
"How it fits
","Sound quality is very good but fitting in the ear isn't very comfortable. Many a times it slips out.
",3,boAt Rockerz 255,neutral
"Good
","Sound quality is goodNoise cancellation is badUsing it for longer period creats headache
",4,boAt Rockerz 255,positive
"The best
","It's the best in the price range i wud rather say it is more than good for what i paid for i love it
",5,boAt Rockerz 255,positive
"Sound not good
","Sound quality is really bad. My  Samsung earphones sound better.Connectivity also not so good.
",3,boAt Rockerz 255,neutral
"Superb product 👌 just go for it.
","Excellent product 👍 int this price range..go for it.
",5,boAt Rockerz 255,positive
"Fitting problem
","Overall the product is good..but I am facing the fitting issue regarding rockerz255
",5,boAt Rockerz 255,positive
"amazing one on this price segment
","compared to other brands especially boult boat rockerz 255 is marvelous one
",5,boAt Rockerz 255,positive
"SUPERB
","Happy with headphones..... Sound quality.... Build quality is also good....
",4,boAt Rockerz 255,positive
"Good buy at this range
","Balance is quite good. Bass is almost perfect. Clarity need to be improved.
",5,boAt Rockerz 255,positive
"Decent
","Little disturbance, randomly
",4,boAt Rockerz 255,positive
"Super
","I like it
",5,boAt Rockerz 255,positive
"So nice
","Value for money
",5,boAt Rockerz 255,positive
"Best
","Best
",5,boAt Rockerz 255,positive
"good
","good
",5,boAt Rockerz 255,positive
"Good
","Good
",4,boAt Rockerz 255,positive
"Nice
","Like
",4,boAt Rockerz 255,positive
"Nice
","Good
",4,boAt Rockerz 255,positive
"Good
","Good
",4,boAt Rockerz 255,positive
"good product
","good
",5,boAt Rockerz 255,positive
"Cool look
","Sound is very good in quality, great noise cancellation , cool look
",4,boAt Rockerz 255,positive
"Good product overall
","Connectivity problems even if we keep the mobile in the back pocket
",3,boAt Rockerz 255,neutral
"Whoooohoo
","Excellent sound quality and noise cancellation for gym and running.
",5,boAt Rockerz 255,positive
"Bang for the buck.
","Good for the price. Takes time to get comfortable with the ear tip.
",4,boAt Rockerz 255,positive
"Best budget buy
","Very nice product. Worth the money i got it for 1099
",5,boAt Rockerz 255,positive
"👍
","Super product ,good bass
",5,boAt Rockerz 255,positive
"Mismatch looks of the product. Not satisfactory.False presentation on website.
","Lots of difference in what has been presentedon Amazon website and what has been delivered.
",1,boAt Rockerz 255,negative
"You can get better
","Battery life is very very worst, sound is good , perfect fit to ears and very good for gym.
",3,boAt Rockerz 255,neutral
"Better than other Earphones...
","Sound quality is good, like a #DJ.....
",5,boAt Rockerz 255,positive
"Superb product
","Working and expectedSuperb qualityThanks amazon
",5,boAt Rockerz 255,positive
"Battery life
","Battery life good but for headphones freak it's not enough.
",5,boAt Rockerz 255,positive
"Good product
","Quite good earphones. Maximum volume could have been more & battery is draining quickly in few days
",4,boAt Rockerz 255,positive
"Unhealthy
","Gives headache when in use.Not sure why.
",1,boAt Rockerz 255,negative
"Awesome
","Awesome
",4,boAt Rockerz 255,positive
"WROST QUALITY PRODUCT
","It's a wrost product.Battery back up very bad.Bad investment.No option for return
",1,boAt Rockerz 255,negative
"Replacement
","Bought it 3 months ago, now it has stopped working. Please help me out with the replacement process
",1,boAt Rockerz 255,negative
"Replacement
","Bought it 3 months ago, now it has stopped working. Please help me out with the replacement process
",1,boAt Rockerz 255,negative
"Product is best but don't clam any warranty
","Waste product battery problem within a warranty piriod but seller or manufacturers are  not respond
",1,boAt Rockerz 255,negative
"Best in class
","😍😍😍best in class
",4,boAt Rockerz 255,positive
"Good but sound quality could be better.
","Hurts somewhat at high volumes.
",4,boAt Rockerz 255,positive
"Noise cancellation
","Its perfect though it could do with better outside noise cancellation
",5,boAt Rockerz 255,positive
"Must buy
","Good sound quality with bass
",5,boAt Rockerz 255,positive
"Bass ossom
","Ossom product with price range.  Bass is good compared to high price items
",5,boAt Rockerz 255,positive
"3 out of 5
","It's average product.Sounds good but not up to the markBattery average
",3,boAt Rockerz 255,neutral
"Very good bargain
","Good quality at the price and also leaves up to its promise
",4,boAt Rockerz 255,positive
"Awesome product
","purchase boat bluetooth earphone I am happy
",5,boAt Rockerz 255,positive
"4/5
","sounds quality is good .looking so good nd cable also good quality
",4,boAt Rockerz 255,positive
"Go for it
","Good one
",4,boAt Rockerz 255,positive
"Nice one
","Nice one
",3,boAt Rockerz 255,neutral
"Good pair of headphones but..
","Battery sucks.
",3,boAt Rockerz 255,neutral
"One side not working
","One side not working and I don't know how to replace please help customer care
",5,boAt Rockerz 255,positive
"Very bad packing and not sure if it's original or fake Bluetooth earphones
","Again this is how my boat earphones packing was, giving a feel that as if it's a fake one.
",2,boAt Rockerz 255,negative
"Great product
","I've using it for a year now and have no issues till date. Would definitely recommend them
",5,boAt Rockerz 255,positive
"Good buy
","This is definitely recommended for that price tag. Decent sound and decent battery backup.
",5,boAt Rockerz 255,positive
"Opened piece
","Opened piece..
",2,boAt Rockerz 255,negative
"Very good
","Good
",5,boAt Rockerz 255,positive
"Opened piece
","Opened piece..
",2,boAt Rockerz 255,negative
"Very good
","Good
",5,boAt Rockerz 255,positive
"It’s Nice
","It’s Nice
",4,boAt Rockerz 255,positive
"Average product
","Bass high but trieable bad ....
",3,boAt Rockerz 255,neutral
"Nice earphone
","Nice earphone
",4,boAt Rockerz 255,positive
"Value for money
","Happy with what it does no complaints
",5,boAt Rockerz 255,positive
"Not really worth the money
","Sound quality is not great and battery last not even a day
",2,boAt Rockerz 255,negative
"Best
","Sound quality is very good
",5,boAt Rockerz 255,positive
"Nice
","Good
",4,boAt Rockerz 255,positive
"Best Bluetooth earphones under budget rang.
","Sound quality is best though little bit disappointed with battery life, best for outdoor workout.
",4,boAt Rockerz 255,positive
"Earplug is not working
","With 6 months of purchase, right ear plug is not working. Distorted sound and often with no sound.
",1,boAt Rockerz 255,negative
"Important for who r interested for this product
","When I'm in call it catches surrounding voice more than my voice , besides tht everythng is fine .
",4,boAt Rockerz 255,positive
"So good
","Nice product it is very usefull for long talking sound quality is also good I bought it today only
",4,boAt Rockerz 255,positive
"If u like bass only then this is for you...
","Bass, bass and bass.....
",4,boAt Rockerz 255,positive
"The best music. Balance beats.
","Superb sound. Every beats clear, better than one plus bullets.
",5,boAt Rockerz 255,positive
"Quality is not good
","Bad battery life
",1,boAt Rockerz 255,negative
"Awesome product
","Awesome quality
",5,boAt Rockerz 255,positive
"Not worth
","Poor Sound quality
",3,boAt Rockerz 255,neutral
"Go for it
","Got for 1000 and was awesome in this price range
",5,boAt Rockerz 255,positive
"OK good
","OK good product not that great
",5,boAt Rockerz 255,positive
"OK good
","OK good product not that great
",5,boAt Rockerz 255,positive
"good sound quality and base
","nice build quality, good sound and base. easy to use. still have to check the battery backup.
",4,boAt Rockerz 255,positive
"soo bad
","the left ear speaker is not working after 5 months i wanna my balance back or new one immediatly
",5,boAt Rockerz 255,positive
"Battery
","Product description tells the battery life to be 6 hours... But it won't last for more than 3 hours
",2,boAt Rockerz 255,negative
"Very Good Product
","Sound quality bestBattery life is Good
",5,boAt Rockerz 255,positive
"Love it
","Absolutely love the product. Amazing sound quality and noise cancellation
",5,boAt Rockerz 255,positive
"Sound quality is very good
","Connecting phone is fast.Sound quality is better to other earphone.
",5,boAt Rockerz 255,positive
"Bat at Sound & Battery
","No satisfied with sound quality and battery perfomrancebuit quatity is good
",2,boAt Rockerz 255,negative
"Purchased in March and it's not that much durable
","I like the sound but it's not manageable when you start running while wearing it.
",3,boAt Rockerz 255,neutral
"Sound quality and product is very good.
","Sound quality. And comfortable to use. Easy to fit in ear. I'm use during running
",5,boAt Rockerz 255,positive
"Purchased in March and it's not that much durable
","I like the sound but it's not manageable when you start running while wearing it.
",3,boAt Rockerz 255,neutral
"Sound quality and product is very good.
","Sound quality. And comfortable to use. Easy to fit in ear. I'm use during running
",5,boAt Rockerz 255,positive
"Lives up to its name
","Nice sound quality, good deal for the price
",5,boAt Rockerz 255,positive
"not good
","sound quality is not good its better to use 100 rs head phones :(
",1,boAt Rockerz 255,negative
"Good
","Good
",4,boAt Rockerz 255,positive
"Cool to look at
","Too much bass which is good and stylish to look at
",4,boAt Rockerz 255,positive
"Pls don't buy it...waste of money
","Pls don't buy it...its worthless  waste of money..
",1,boAt Rockerz 255,negative
"Superb
","Super bass super quality sound good battery backup
",5,boAt Rockerz 255,positive
"Awesome Headphones
","The sound quality on these headphones is too good.
",5,boAt Rockerz 255,positive
"Good
","I happy with this but its not supporting to calls for sometimes.Other than this Im happy.
",4,boAt Rockerz 255,positive
"Waste of 2300 rupees...
","Got damaged within 13 days..worst buy n waste of money....pls don't buy it go for Sony ..
",1,boAt Rockerz 255,negative
"Gud product
","Veryy good Product...its ""battery life"" is too goodd...very good bass and ""sound quality""
",5,boAt Rockerz 255,positive
"Good
","Good product in AmazonSound quality is awesomeAnd clearly bass I love product
",5,boAt Rockerz 255,positive
"Ok
","Ok
",4,boAt Rockerz 255,positive
"Good
","Good product
",5,boAt Rockerz 255,positive
"Awesome
","Best product
",5,boAt Rockerz 255,positive
"Ok but dint go for it rather buy wired earphones of boat.
","Poor mic quality. You cant use them for gaming. Also very small range area and lags most of the time...
",3,boAt Rockerz 255,neutral
"Nice
","do you have any service center in pune...
",5,boAt Rockerz 255,positive
"Best in ₹999
","Best in ₹999
",5,boAt Rockerz 255,positive
"Simple
","Good product
",5,boAt Rockerz 255,positive
"Over all good
","Good sound but very disruptive noise
",4,boAt Rockerz 255,positive
"🤗🤗happy and satisfied to buy this Bluetooth earphone 😃
","🤗🤗happy and satisfied to buy this Bluetooth earphone 😃
",4,boAt Rockerz 255,positive
"Nice product
","Super sound buildup
",5,boAt Rockerz 255,positive
